data,block_timestamp
"b'sunday, april/17/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-17 19:32:29
"b'monday, april/18/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-18 19:35:07
"b'tuesday, april/19/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-19 19:43:37
"b'wednesday, april/20/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-20 19:32:03
"b'thursday, april/21/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-21 19:35:06
"b'thursday, april/21/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-21 19:53:00
"b'thursday, april/21/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-21 20:15:36
"b'thursday, april/21/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-21 20:15:36
"b'friday, april/22/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-22 19:51:25
"b'saturday, april/23/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-23 19:35:18
"b'sunday, april/24/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-24 19:38:03
"b'monday, april/25/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-25 19:44:20
"b'tuesday, april/26/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-26 19:31:49
"b'wednesday, april/27/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-27 19:38:07
"b'thursday, april/28/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-28 19:33:27
"b'friday, april/29/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-29 19:40:17
"b'saturday, april/30/2016 - signal for today is 100 % btc / 0 % usd'",2016-04-30 19:34:39
"b'sunday, may/01/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-01 19:31:58
"b'monday, may/02/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-02 19:32:52
"b'tuesday, may/03/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-03 19:39:55
"b'wednesday, may/04/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-04 19:53:28
"b'thursday, may/05/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-05 19:30:44
"b'friday, may/06/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-06 19:36:18
"b'saturday, may/07/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-07 19:53:47
"b'sunday, may/08/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-08 19:37:51
"b'monday, may/09/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-09 19:38:25
"b'tuesday, may/10/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-10 19:38:21
"b'wednesday, may/11/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-11 20:02:33
"b'thursday, may/12/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-12 19:51:36
"b'friday, may/13/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-13 19:44:27
"b'saturday, may/14/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-14 19:39:53
"b'sunday, may/15/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-15 19:55:41
"b'monday, may/16/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-16 19:43:18
"b'tuesday, may/17/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-17 19:38:54
"b'wednesday, may/18/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-18 19:38:03
"b'thursday, may/19/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-19 21:13:13
"b'friday, may/20/2016 - signal for today is 75 % btc / 25 % usd'",2016-05-20 19:48:53
"b'saturday, may/21/2016 - signal for today is 25 % btc / 75 % usd'",2016-05-21 19:32:59
"b'sunday, may/22/2016 - signal for today is 0 % btc / 100 % usd'",2016-05-22 19:39:51
"b'monday, may/23/2016 - signal for today is 0 % btc / 100 % usd'",2016-05-23 19:39:37
"b'tuesday, may/24/2016 - signal for today is 0 % btc / 100 % usd'",2016-05-24 20:21:32
"b'wednesday, may/25/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-25 19:35:45
"b'thursday, may/26/2016 - signal for today is 0 % btc / 100 % usd'",2016-05-26 19:38:56
"b'friday, may/27/2016 - signal for today is 50 % btc / 50 % usd'",2016-05-27 19:44:08
"b'saturday, may/28/2016 - signal for today is 0 % btc / 100 % usd'",2016-05-28 19:31:17
"b'sunday, may/29/2016 - signal for today is 50 % btc / 50 % usd'",2016-05-29 19:32:47
"b'monday, may/30/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-30 19:32:21
"b'tuesday, may/31/2016 - signal for today is 100 % btc / 0 % usd'",2016-05-31 19:38:52
"b'wednesday, june/01/2016 - signal for today is 100 % btc / 0 % usd'",2016-06-01 19:50:24
"b'thursday, june/02/2016 - signal for today is 100 % btc / 0 % usd'",2016-06-02 20:01:43
"b'friday, june/03/2016 - signal for today is 100 % btc / 0 % usd'",2016-06-03 19:41:41
"b'saturday, june/04/2016 - signal for today is 100 % btc / 0 % usd'",2016-06-04 19:39:04
"b'sunday, june/05/2016 - signal for today is 100 % btc / 0 % usd'",2016-06-05 19:31:42
"b'monday, june/06/2016 - signal for today is 100 % btc / 0 % usd'",2016-06-06 20:01:23
"b'tuesday, june/07/2016 - signal for today is 100 % btc / 0 % usd'",2016-06-07 19:39:19
"b'wednesday, june/08/2016 - signal for today is 75 % btc / 25 % usd'",2016-06-08 19:42:54
"b'thursday, june/09/2016 - signal for today is 50 % btc / 50 % usd'",2016-06-09 19:53:37
"b'friday, june/10/2016 - signal for today is 75 % btc / 25 % usd'",2016-06-10 19:30:56
"b'saturday, june/11/2016 - signal for today is 100 % btc / 0 % usd'",2016-06-11 19:36:45
"b'sunday, june/12/2016 - signal for today is 75 % btc / 25 % usd'",2016-06-12 19:32:04
"b'monday, june/13/2016 - signal for today is 50 % btc / 50 % usd'",2016-06-13 19:30:45
"b'tuesday, june/14/2016 - signal for today is 50 % btc / 50 % usd'",2016-06-14 19:32:29
"b'wednesday, june/15/2016 - signal for today is 50 % btc / 50 % usd'",2016-06-15 20:46:43
"b'thursday, june/16/2016 - signal for today is 50 % btc / 50 % usd'",2016-06-16 19:56:23
"b'friday, june/17/2016 - signal for today is 25 % btc / 75 % usd'",2016-06-17 19:30:23
"b'saturday, june/18/2016 - signal for today is 50 % btc / 50 % usd'",2016-06-18 20:09:50
"b'sunday, june/19/2016 - signal for today is 50 % btc / 50 % usd'",2016-06-19 19:33:06
"b'monday, june/20/2016 - signal for today is 50 % btc / 50 % usd'",2016-06-20 19:48:29
"b'tuesday, june/21/2016 - signal for today is 50 % btc / 50 % usd'",2016-06-21 19:40:17
"b'wednesday, june/22/2016 - signal for today is 25 % btc / 75 % usd'",2016-06-22 22:30:50
