Date;Last Price
2/4/23;28076,92
1/4/23;28463,77
31/3/23;28395,3
30/3/23;28152,28
29/3/23;28393
28/3/23;27313,73
27/3/23;27048,29
26/3/23;27806,41
25/3/23;27384,45
24/3/23;27618,28
23/3/23;28333
22/3/23;27392,32
21/3/23;28154,56
20/3/23;28082,46
19/3/23;27974,84
18/3/23;27409,3
17/3/23;26823,38
16/3/23;24753,63
15/3/23;24391,4
14/3/23;24636,25
13/3/23;24234,19
12/3/23;21491,18
11/3/23;20503,75
10/3/23;20101,78
9/3/23;20226,09
8/3/23;22006,5
7/3/23;22055,35
6/3/23;22408,87
5/3/23;22485,95
4/3/23;22216,8
3/3/23;22242,64
2/3/23;23415,5
1/3/23;23558,34
28/2/23;23146,88
27/2/23;23384,87
26/2/23;23560,84
25/2/23;22940,51
24/2/23;23101,79
23/2/23;23878,02
22/2/23;23805,88
21/2/23;24199,85
20/2/23;24769,17
19/2/23;24546,64
18/2/23;24621,25
17/2/23;24487,25
16/2/23;24535,46
15/2/23;24179,13
14/2/23;22252,63
13/2/23;21630,92
12/2/23;21741,45
11/2/23;21828,1
10/2/23;21540,9
9/2/23;21857,43
8/2/23;22959,05
7/2/23;23199,48
6/2/23;22916,21
5/2/23;22903,12
4/2/23;23417,15
3/2/23;23383,51
2/2/23;23460,05
1/2/23;23682,05
31/1/23;22950,56
30/1/23;22747,14
29/1/23;23797,16
28/1/23;23008,03
27/1/23;23092
26/1/23;23080,96
25/1/23;23598,24
24/1/23;22904,83
23/1/23;22998,16
22/1/23;22591,84
21/1/23;23204,05
20/1/23;22318,24
19/1/23;20939,64
18/1/23;20778,65
17/1/23;21316,08
16/1/23;21133,18
15/1/23;20906,28
14/1/23;20903,7
13/1/23;19813,55
12/1/23;18830,98
11/1/23;17560,6
10/1/23;17466,71
9/1/23;17181,34
8/1/23;16956,66
7/1/23;16938,55
6/1/23;16927,86
5/1/23;16844,62
4/1/23;16821,82
3/1/23;16661,86
2/1/23;16750,94
1/1/23;16602,63
31/12/22;16539,5
30/12/22;16579,06
29/12/22;16593,4
28/12/22;16517,32
27/12/22;16692,55
26/12/22;16833,01
25/12/22;16830,25
24/12/22;16829,82
23/12/22;16811,33
22/12/22;16792,25
21/12/22;16793,1
20/12/22;16881,54
19/12/22;16586,82
18/12/22;16753,05
17/12/22;16718,5
16/12/22;16837,95
15/12/22;17399,63
14/12/22;17828,9
13/12/22;17762
12/12/22;17177,78
11/12/22;17115,37
10/12/22;17129,35
9/12/22;17113,29
8/12/22;17184,1
7/12/22;16830,68
6/12/22;16994,34
5/12/22;16972,24
4/12/22;17114,59
3/12/22;16950,39
2/12/22;17014,59
1/12/22;16929,96
30/11/22;17104,5
29/11/22;16460,7
28/11/22;16196,39
27/11/22;16571,89
26/11/22;16509,39
25/11/22;16497,05
24/11/22;16543,55
23/11/22;16471,9
22/11/22;16130,03
21/11/22;15631,95
20/11/22;16253,33
19/11/22;16660,59
18/11/22;16637,36
17/11/22;16680,76
16/11/22;16531,47
15/11/22;16890,18
14/11/22;16385,41
13/11/22;16365,81
12/11/22;16793,47
11/11/22;16757,37
10/11/22;17807,64
9/11/22;15731,3
8/11/22;18698,63
7/11/22;20683,87
6/11/22;21128,93
5/11/22;21355,89
4/11/22;21135,44
3/11/22;20238,8
2/11/22;20175,79
1/11/22;20479,4
31/10/22;20405,66
30/10/22;20689,77
29/10/22;20864,33
28/10/22;20635,82
27/10/22;20399,52
26/10/22;20752,38
25/10/22;20189,29
24/10/22;19382,19
23/10/22;19497,58
22/10/22;19219,63
21/10/22;19181,79
20/10/22;19030,39
19/10/22;19196,47
18/10/22;19367,71
17/10/22;19529,38
16/10/22;19332,84
15/10/22;19097,54
14/10/22;19177,31
13/10/22;19386,99
12/10/22;19169,43
11/10/22;19019,1
10/10/22;19241,2
9/10/22;19485,5
8/10/22;19456,38
7/10/22;19551,56
6/10/22;20051,13
5/10/22;19988,42
4/10/22;20340,91
3/10/22;19597,13
2/10/22;19234,63
1/10/22;19252,71
30/9/22;19425,13
29/9/22;19508,14
28/9/22;19567,79
27/9/22;19072,71
26/9/22;19113,38
25/9/22;18903,75
24/9/22;19144,41
23/9/22;18852,06
22/9/22;19247,72
21/9/22;18926,45
20/9/22;18974,31
19/9/22;19522,21
18/9/22;19721,88
17/9/22;20080,05
16/9/22;19751,07
15/9/22;19852,49
14/9/22;19946,38
13/9/22;20240,4
12/9/22;22409,58
11/9/22;21641,25
10/9/22;21431,35
9/9/22;21300,3
8/9/22;19379,74
7/9/22;19387,15
6/9/22;18978,5
5/9/22;19742,13
4/9/22;19901,9
3/9/22;19743,94
2/9/22;19969,21
1/9/22;20071,34
31/8/22;20196,67
30/8/22;19975,94
29/8/22;20177,32
28/8/22;19989,13
27/8/22;20009,56
26/8/22;20650,41
25/8/22;21647,93
24/8/22;21692,74
23/8/22;21477,74
22/8/22;21124,4
21/8/22;21474,5
20/8/22;20819,56
19/8/22;21274,36
18/8/22;23416,76
17/8/22;23407,4
16/8/22;23984,02
15/8/22;24074,01
14/8/22;24322,8
13/8/22;24494,84
12/8/22;24240,76
11/8/22;24216,28
10/8/22;23904,94
9/8/22;23144,84
8/8/22;24072,39
7/8/22;23266,22
6/8/22;23174,48
5/8/22;22985,34
4/8/22;22513,58
3/8/22;23327,08
2/8/22;23029,66
1/8/22;23129,11
31/7/22;23807,28
30/7/22;23972,77
29/7/22;23951,94
28/7/22;24033,74
27/7/22;22784,97
26/7/22;20985,62
25/7/22;22171,68
24/7/22;22723,53
23/7/22;22330,07
22/7/22;22605,38
21/7/22;23123,88
20/7/22;23258,12
19/7/22;23304,71
18/7/22;21487,97
17/7/22;20930,58
16/7/22;21204,61
15/7/22;20926,53
14/7/22;20667,93
13/7/22;19657,01
12/7/22;19443,28
11/7/22;20409,54
10/7/22;20972,87
9/7/22;21672,98
8/7/22;21846,53
7/7/22;21610,58
6/7/22;20380
5/7/22;20441,63
4/7/22;19755,85
3/7/22;19420,48
2/7/22;19238,99
1/7/22;19406,69
30/6/22;18731,3
29/6/22;20197,75
28/6/22;20247,7
27/6/22;20898,65
26/6/22;21392,35
25/6/22;21214,51
24/6/22;21183,82
23/6/22;20795,38
22/6/22;19857,05
21/6/22;20838,45
20/6/22;20427,23
19/6/22;20607,54
18/6/22;17785,09
17/6/22;20630,54
16/6/22;20677,24
15/6/22;21640,29
14/6/22;21966,38
13/6/22;23209,61
12/6/22;27345,79
11/6/22;28380,38
10/6/22;29177,39
9/6/22;30161,34
8/6/22;30179,77
7/6/22;31330,81
6/6/22;31438,72
5/6/22;29925,66
4/6/22;29733,76
3/6/22;29640,5
2/6/22;30225,18
1/6/22;29621,61
31/5/22;31788,28
30/5/22;31257,74
29/5/22;29160,07
28/5/22;28999,04
27/5/22;28728,9
26/5/22;29437,55
25/5/22;29764,46
24/5/22;29438,3
23/5/22;29314,55
22/5/22;29907,98
21/5/22;29391,93
20/5/22;29117,13
19/5/22;30231,08
18/5/22;29205,89
17/5/22;30077,8
16/5/22;29908,75
15/5/22;31019,19
14/5/22;29341,75
13/5/22;29760,13
12/5/22;28546,25
11/5/22;28402,78
10/5/22;31000,83
9/5/22;30959,3
8/5/22;34225,04
7/5/22;35768,23
6/5/22;36077,29
5/5/22;36456,02
4/5/22;39800,33
3/5/22;37784,82
2/5/22;38312,41
1/5/22;38320,24
30/4/22;38334,7
29/4/22;38560,04
28/4/22;39889,27
27/4/22;39106,93
26/4/22;38123,52
25/4/22;40186,18
24/4/22;39515,9
23/4/22;39808,74
22/4/22;39621,31
21/4/22;40615,45
20/4/22;41430,79
19/4/22;41297,9
18/4/22;40673,67
17/4/22;40273,09
16/4/22;40294,88
15/4/22;40404,52
14/4/22;39915,93
13/4/22;41254,52
12/4/22;39534,08
11/4/22;39846,47
10/4/22;43125,15
9/4/22;42447,77
8/4/22;42815,77
7/4/22;43577,22
6/4/22;43885,38
5/4/22;45868,99
4/4/22;46311,76
3/4/22;46387,63
2/4/22;46196,63
1/4/22;46168,58
31/3/22;45767,58
30/3/22;47277,24
29/3/22;47486,26
28/3/22;47967,56
27/3/22;46111,06
26/3/22;44590,9
25/3/22;44577,76
24/3/22;43895,65
23/3/22;42368,58
22/3/22;42606,24
21/3/22;41136,88
20/3/22;41308,02
19/3/22;42219,42
18/3/22;41755,9
17/3/22;40724,56
16/3/22;41258,79
15/3/22;39441,9
14/3/22;38725,24
13/3/22;38687,43
12/3/22;39102,38
11/3/22;38860,7
10/3/22;39329,95
9/3/22;41893,74
8/3/22;38506,43
7/3/22;37839,36
6/3/22;39030,04
5/3/22;39380,38
4/3/22;39393,7
3/3/22;42096,97
2/3/22;44090,72
1/3/22;43900,24
28/2/22;41654,97
27/2/22;37435,48
26/2/22;39480,74
25/2/22;38994,5
24/2/22;38414,95
23/2/22;37543,5
22/2/22;37893,47
21/2/22;37076,09
20/2/22;38252,4
19/2/22;39942,63
18/2/22;39991,9
17/2/22;40699,63
16/2/22;44092,86
15/2/22;43999,15
14/2/22;42249,01
13/2/22;42228,76
12/2/22;41899,77
11/2/22;42563,24
10/2/22;43776,42
9/2/22;44497,51
8/2/22;44230,11
7/2/22;44102,99
6/2/22;41687,25
5/2/22;41673,4
4/2/22;40647,25
3/2/22;36964,58
2/2/22;36936,93
1/2/22;38813,82
31/1/22;38437,84
30/1/22;37754,4
29/1/22;38388,74
28/1/22;37807,95
27/1/22;36198,95
26/1/22;36356,7
25/1/22;36579,75
24/1/22;36828,36
23/1/22;35364,47
22/1/22;35402,77
21/1/22;36692,38
20/1/22;41326,77
19/1/22;41724,22
18/1/22;42395,22
17/1/22;41743,99
16/1/22;42982,4
15/1/22;43333,72
14/1/22;43321,7
13/1/22;42828,59
12/1/22;43793,81
11/1/22;42687,27
10/1/22;41729,31
9/1/22;42315,13
8/1/22;41788,38
7/1/22;41881,75
6/1/22;43120,88
5/1/22;43603,88
4/1/22;46220,42
3/1/22;45997,26
2/1/22;47028,52
1/1/22;47333,2
31/12/21;46333,65
30/12/21;47298,35
29/12/21;47232,15
28/12/21;47561,31
27/12/21;50989,1
26/12/21;50808,21
25/12/21;50986,51
