Date;Last Price
14/11/21;4576,565
13/11/21;4656,616
12/11/21;4656,154
11/11/21;4745,715
10/11/21;4553,713
9/11/21;4799,472
8/11/21;4772,779
7/11/21;4629,069
6/11/21;4486,681
5/11/21;4454,208
4/11/21;4514,983
3/11/21;4617,769
2/11/21;4504,788
1/11/21;4311,81
31/10/21;4267,98
30/10/21;4311,688
29/10/21;4402,918
28/10/21;4253,501
27/10/21;3982,575
26/10/21;4263,256
25/10/21;4180,603
24/10/21;4065,771
23/10/21;4088,635
22/10/21;3976,75
21/10/21;4090,43
20/10/21;4108,352
19/10/21;3806,478
18/10/21;3733,936
17/10/21;3698,165
16/10/21;3831,815
15/10/21;3880,897
14/10/21;3758,73
13/10/21;3574,035
12/10/21;3478,5
11/10/21;3491,851
10/10/21;3514,53
9/10/21;3580,135
8/10/21;3555,496
7/10/21;3624,535
6/10/21;3561,605
5/10/21;3526,015
4/10/21;3384,255
3/10/21;3425,103
2/10/21;3427,89
1/10/21;3292,395
30/9/21;2972,48
29/9/21;2821,323
28/9/21;2863,415
27/9/21;2955,55
26/9/21;3088,877
25/9/21;2922,68
24/9/21;2946,04
23/9/21;3142,03
22/9/21;3027,605
21/9/21;2765,44
20/9/21;3018,587
19/9/21;3359,268
18/9/21;3397,363
17/9/21;3377,155
16/9/21;3497,82
15/9/21;3555,375
14/9/21;3377,22
13/9/21;3289,953
12/9/21;3320,1
11/9/21;3295,292
10/9/21;3248,915
9/9/21;3431,59
8/9/21;3472,958
7/9/21;3415,875
6/9/21;3952,726
5/9/21;3970,236
4/9/21;3880,125
3/9/21;3916,416
2/9/21;3808,561
1/9/21;3730,04
31/8/21;3391,778
30/8/21;3339,962
29/8/21;3237,917
28/8/21;3239,302
27/8/21;3264,045
26/8/21;3119,26
25/8/21;3209,48
24/8/21;3217,923
23/8/21;3340,611
22/8/21;3154,107
21/8/21;3230,425
20/8/21;3259,96
19/8/21;3158,083
18/8/21;3008,575
17/8/21;3072,093
16/8/21;3165,48
15/8/21;3262,35
14/8/21;3231,86
13/8/21;3281,595
12/8/21;3067,65
11/8/21;3236,343
10/8/21;3157,545
9/8/21;3070,702
8/8/21;2991,315
7/8/21;3082,205
6/8/21;2914,17
5/8/21;2805,302
4/8/21;2711,204
3/8/21;2485,165
2/8/21;2597,93
1/8/21;2670,775
31/7/21;2491,87
30/7/21;2420,107
29/7/21;2313,663
28/7/21;2296,21
27/7/21;2244,223
26/7/21;2265,661
25/7/21;2158,333
24/7/21;2154,38
23/7/21;2041,188
22/7/21;2016,675
21/7/21;1947,347
20/7/21;1794,94
19/7/21;1820,09
18/7/21;1895,285
17/7/21;1899,423
16/7/21;1902,53
15/7/21;1926,03
